unique_identify,-logAffi
3gta_CHEMBL1075127_CHEMBL1091453,4.619788758288394
3gta_CHEMBL1075127_CHEMBL1091484,4.167491087293763
3gta_CHEMBL1075127_CHEMBL1091485,3.886056647693163
3gta_CHEMBL1075127_CHEMBL1091762,3.657577319177794
3gta_CHEMBL1075127_CHEMBL1092172,2.5686362358410126
3gta_CHEMBL1075127_CHEMBL1092173,2.552841968657781
3gta_CHEMBL1075127_CHEMBL1092174,3.1487416512809245
3gta_CHEMBL1075127_CHEMBL1092759,4.356547323513812
3gta_CHEMBL1075127_CHEMBL1092760,4.443697499232712
3gta_CHEMBL1075127_CHEMBL1092761,4.309803919971486
3gta_CHEMBL1075127_CHEMBL1093339,4.275724130399211
3gta_CHEMBL1075127_CHEMBL1093356,4.494850021680094
3gta_CHEMBL1075127_CHEMBL1093691,3.744727494896694
3gta_CHEMBL1075127_CHEMBL1093692,3.6989700043360174
3gta_CHEMBL1075127_CHEMBL1093708,3.853871964321762
3uw5_CHEMBL1075127_CHEMBL2063869,7.853871964321762
5y3n_CHEMBL1075132_CHEMBL4068596,7.102372908709558
5y3n_CHEMBL1075132_CHEMBL4095912,5.19825338078054
5y3o_CHEMBL1075132_CHEMBL4080323,6.860120913598763
4ly9_CHEMBL1075152_CHEMBL3113979,7.67778070526608
4ly9_CHEMBL1075152_CHEMBL3127340,5.714442690992226
4ly9_CHEMBL1075152_CHEMBL3127341,6.070581074285707
4ly9_CHEMBL1075152_CHEMBL3127342,5.910094888560602
4ly9_CHEMBL1075152_CHEMBL3127344,5.3655227298392685
4ly9_CHEMBL1075152_CHEMBL3127345,5.806875401645538
4ly9_CHEMBL1075152_CHEMBL3127346,5.823908740944319
4ly9_CHEMBL1075152_CHEMBL3127347,7.236572006437063
4ly9_CHEMBL1075152_CHEMBL3127348,7.443697499232712
4ly9_CHEMBL1075152_CHEMBL3127349,8.013228265733755
4ly9_CHEMBL1075152_CHEMBL3127350,7.022276394711152
4ly9_CHEMBL1075152_CHEMBL3127351,7.0
4ly9_CHEMBL1075152_CHEMBL3127352,7.920818753952375
4ly9_CHEMBL1075152_CHEMBL3127360,6.154281982033341
4ly9_CHEMBL1075152_CHEMBL3127361,6.667561540084395
4mqu_CHEMBL1075152_CHEMBL3114187,8.045757490560675
4mqu_CHEMBL1075152_CHEMBL3237982,6.42712839779952
4mqu_CHEMBL1075152_CHEMBL3238307,7.886056647693163
4mro_CHEMBL1075152_CHEMBL3237987,8.301029995663981
4msu_CHEMBL1075152_CHEMBL3113992,6.619788758288394
4msu_CHEMBL1075152_CHEMBL3127343,5.995678626217358
4msu_CHEMBL1075152_CHEMBL3127353,5.038578905933552
4msu_CHEMBL1075152_CHEMBL3127354,6.522878745280337
4msu_CHEMBL1075152_CHEMBL3127355,5.498940737782249
4msu_CHEMBL1075152_CHEMBL3127356,5.3788237182249645
4msu_CHEMBL1075152_CHEMBL3127357,5.841637507904751
4msu_CHEMBL1075152_CHEMBL3127358,5.272458742971444
4ohk_CHEMBL1075152_CHEMBL3237988,5.962573502059376
4ohk_CHEMBL1075152_CHEMBL3237989,5.512861624522813
4ohk_CHEMBL1075152_CHEMBL3238300,6.59176003468815
4ohk_CHEMBL1075152_CHEMBL3238313,7.886056647693163
4ohk_CHEMBL1075152_CHEMBL3238314,7.154901959985743
4ohm_CHEMBL1075152_CHEMBL3114185,8.397940008672037
4ohm_CHEMBL1075152_CHEMBL3237979,5.978810700930062
4ohm_CHEMBL1075152_CHEMBL3238306,7.744727494896693
4ohm_CHEMBL1075152_CHEMBL3238308,7.886056647693163
4ohm_CHEMBL1075152_CHEMBL3238309,8.0
4ohm_CHEMBL1075152_CHEMBL3238310,8.0
4ohm_CHEMBL1075152_CHEMBL3238312,7.619788758288394
4oho_CHEMBL1075152_CHEMBL3237978,4.6020599913279625
4oho_CHEMBL1075152_CHEMBL3237981,8.221848749616356
4oho_CHEMBL1075152_CHEMBL3237983,7.327902142064283
4oho_CHEMBL1075152_CHEMBL3237986,8.221848749616356
4oho_CHEMBL1075152_CHEMBL3237990,5.473660722610156
4oho_CHEMBL1075152_CHEMBL3237991,6.396855627379818
4oho_CHEMBL1075152_CHEMBL3237992,7.214670164989233
4oho_CHEMBL1075152_CHEMBL3237993,7.455931955649724
4oho_CHEMBL1075152_CHEMBL3237994,6.995678626217358
4oho_CHEMBL1075152_CHEMBL3238296,6.628932137728263
4oho_CHEMBL1075152_CHEMBL3238297,6.494850021680094
4oho_CHEMBL1075152_CHEMBL3238298,5.795880017344075
4oho_CHEMBL1075152_CHEMBL3238299,6.508638306165727
4oho_CHEMBL1075152_CHEMBL3238301,7.346787486224656
4oho_CHEMBL1075152_CHEMBL3238302,6.739928612014925
4oho_CHEMBL1075152_CHEMBL3238303,7.769551078621726
4oho_CHEMBL1075152_CHEMBL3238304,6.575118363368933
4oho_CHEMBL1075152_CHEMBL3238311,7.167491087293763
4ohp_CHEMBL1075152_CHEMBL3237980,7.552841968657781
4ohp_CHEMBL1075152_CHEMBL3237984,7.552841968657781
4ohp_CHEMBL1075152_CHEMBL3237985,7.795880017344075
4ohp_CHEMBL1075152_CHEMBL3238305,7.161150909262744
5vfd_CHEMBL1075159_CHEMBL4298137,6.163783949064429
4ph4_CHEMBL1075165_CHEMBL3780029,7.642835120127383
4ph4_CHEMBL1075165_CHEMBL3780077,5.468521082957745
4ph4_CHEMBL1075165_CHEMBL3780339,7.070581074285707
4ph4_CHEMBL1075165_CHEMBL3780762,6.594212497064703
4ph4_CHEMBL1075165_CHEMBL3780864,6.3872161432802645
4ph4_CHEMBL1075165_CHEMBL3780896,6.537602002101044
4ph4_CHEMBL1075165_CHEMBL3781020,6.579633382694096
4ph4_CHEMBL1075165_CHEMBL3781076,5.200659450546418
4ph4_CHEMBL1075165_CHEMBL3781236,6.920818753952375
4ph4_CHEMBL1075165_CHEMBL3781415,7.832773124424534
4ph4_CHEMBL1075165_CHEMBL3781466,7.712984366136141
4ph4_CHEMBL1075165_CHEMBL3781615,7.119186407719209
4ph4_CHEMBL1075165_CHEMBL3781634,7.040958607678906
4ph4_CHEMBL1075165_CHEMBL3781916,6.958607314841775
4ph4_CHEMBL1075165_CHEMBL3781926,7.455931955649724
4ph4_CHEMBL1075165_CHEMBL3781964,6.3979400086720375
4ph4_CHEMBL1075165_CHEMBL3782016,6.886056647693163
4ph4_CHEMBL1075165_CHEMBL3913746,7.360623199523586
4uwf_CHEMBL1075165_CHEMBL4470174,8.154901959985743
4uwf_CHEMBL1075165_CHEMBL4536855,8.154901959985743
4uwh_CHEMBL1075165_CHEMBL3622372,8.920818753952375
4uwh_CHEMBL1075165_CHEMBL4517404,8.698970004336019
4uwh_CHEMBL1075165_CHEMBL4536755,8.522878745280337
4uwh_CHEMBL1075165_CHEMBL4586628,7.892578075976151
3djo_CHEMBL1075179_CHEMBL447360,4.38933983691012
3djo_CHEMBL1075179_CHEMBL460741,4.199282921717615
3djq_CHEMBL1075179_CHEMBL307679,2.8074604226852813
3djv_CHEMBL1075179_CHEMBL130266,2.980302269019808
3djv_CHEMBL1075179_CHEMBL258728,4.554395796726403
4en4_CHEMBL1075181_CHEMBL3244684,4.647817481888637
4en4_CHEMBL1075181_CHEMBL3244690,4.166852888087215
4en4_CHEMBL1075181_CHEMBL3245268,3.9788107009300617
4en4_CHEMBL1075181_CHEMBL3275146,3.903089986991944
1wm1_CHEMBL1075256_CHEMBL403772,6.301029995663981
2h9n_CHEMBL1075317_CHEMBL1085865,7.698970004336019
2h9n_CHEMBL1075317_CHEMBL1086531,6.795880017344075
3emh_CHEMBL1075317_CHEMBL1086453,7.522878745280337
3emh_CHEMBL1075317_CHEMBL1086454,7.045757490560675
3psl_CHEMBL1075317_CHEMBL1085605,4.568636235841013
3uvo_CHEMBL1075317_CHEMBL1084623,5.795880017344075
4es0_CHEMBL1075317_CHEMBL1084621,6.823908740944319
4es0_CHEMBL1075317_CHEMBL1085604,7.096910013008056
4es0_CHEMBL1075317_CHEMBL1085864,4.563837352959244
4es0_CHEMBL1075317_CHEMBL1086083,5.494850021680094
4es0_CHEMBL1075317_CHEMBL1086455,6.920818753952375
4gm8_CHEMBL1075317_CHEMBL3799591,8.537602002101044
4gm8_CHEMBL1075317_CHEMBL3883592,8.619788758288394
4gm8_CHEMBL1075317_CHEMBL3957384,8.346787486224656
5vfc_CHEMBL1075317_CHEMBL3798088,9.045757490560677
6dar_CHEMBL1075317_CHEMBL4276691,5.8996294548824375
6dar_CHEMBL1075317_CHEMBL4276791,6.732828271596986
6dar_CHEMBL1075317_CHEMBL4276998,5.407823242604133
6dar_CHEMBL1075317_CHEMBL4277278,5.142064735280571
6dar_CHEMBL1075317_CHEMBL4278066,4.7544873321858505
6dar_CHEMBL1075317_CHEMBL4278618,7.371611069949688
6dar_CHEMBL1075317_CHEMBL4278737,6.177178354696896
6dar_CHEMBL1075317_CHEMBL4280115,5.835647144215563
6dar_CHEMBL1075317_CHEMBL4280428,7.022276394711152
6dar_CHEMBL1075317_CHEMBL4281521,5.585026652029182
6dar_CHEMBL1075317_CHEMBL4283339,7.539102157243452
6dar_CHEMBL1075317_CHEMBL4283374,8.452225294612177
6dar_CHEMBL1075317_CHEMBL4283572,6.0343280287798935
6dar_CHEMBL1075317_CHEMBL4284629,6.318758762624412
6dar_CHEMBL1075317_CHEMBL4284733,6.978810700930062
6dar_CHEMBL1075317_CHEMBL4284948,6.735182176990463
6dar_CHEMBL1075317_CHEMBL4285902,7.118615343229427
6dar_CHEMBL1075317_CHEMBL4286527,7.559090917934782
6dar_CHEMBL1075317_CHEMBL4286932,6.298432014944073
6dar_CHEMBL1075317_CHEMBL4287245,5.860120913598763
6dar_CHEMBL1075317_CHEMBL4288010,6.8297382846050425
6dar_CHEMBL1075317_CHEMBL4288332,6.161150909262744
6dar_CHEMBL1075317_CHEMBL4288521,7.882728704344236
6dar_CHEMBL1075317_CHEMBL4288724,6.928117992693875
6dar_CHEMBL1075317_CHEMBL4289405,5.122628654130226
6dar_CHEMBL1075317_CHEMBL4291414,6.325138859262188
6dar_CHEMBL1075317_CHEMBL4292147,5.504455662453552
6dar_CHEMBL1075317_CHEMBL4294133,7.642065152999546
6dar_CHEMBL1075317_CHEMBL4294825,6.6595558851598815
6dar_CHEMBL1075317_CHEMBL4295183,5.384049948343599
6das_CHEMBL1075317_CHEMBL4279907,8.587722320943946
6das_CHEMBL1075317_CHEMBL4284408,6.963173811723367
6das_CHEMBL1075317_CHEMBL4287817,8.191773796541547
6das_CHEMBL1075317_CHEMBL4291223,7.785156151952302
6das_CHEMBL1075317_CHEMBL4291641,9.044793462458058
6das_CHEMBL1075317_CHEMBL4294174,7.800294678616552
3mlb_CHEMBL1075320_CHEMBL1084867,4.840968332518619
4nh9_CHEMBL1075323_CHEMBL3104858,6.425968732272281
4nh9_CHEMBL1075323_CHEMBL3104860,5.576754126063192
4nh9_CHEMBL1075323_CHEMBL3235333,5.356547323513812
4nh9_CHEMBL1075323_CHEMBL3235334,5.958607314841775
4nh9_CHEMBL1075323_CHEMBL3235335,6.236572006437063
4nh9_CHEMBL1075323_CHEMBL3235336,5.552841968657781
4nh9_CHEMBL1075323_CHEMBL3235338,6.376750709602099
4nh9_CHEMBL1075323_CHEMBL3235339,5.494850021680094
4nh9_CHEMBL1075323_CHEMBL3235341,5.431798275933005
4nh9_CHEMBL1075323_CHEMBL3235342,6.2076083105017466
4nh9_CHEMBL1075323_CHEMBL3235343,5.537602002101044
4nh9_CHEMBL1075323_CHEMBL3235344,6.075720713938118
4u6r_CHEMBL1163101_CHEMBL3355993,7.853871964321762
4u6r_CHEMBL1163101_CHEMBL3355999,7.958607314841775
4u6r_CHEMBL1163101_CHEMBL3356000,7.366531544420414
4u6r_CHEMBL1163101_CHEMBL3356001,8.193820026016112
4u6r_CHEMBL1163101_CHEMBL3356002,8.292429823902063
4u6r_CHEMBL1163101_CHEMBL3356003,7.853871964321762
4u6r_CHEMBL1163101_CHEMBL3356004,7.346787486224656
4u6r_CHEMBL1163101_CHEMBL3356005,7.267606240177032
4u6r_CHEMBL1163101_CHEMBL3356006,7.920818753952375
4u6r_CHEMBL1163101_CHEMBL3356007,7.853871964321762
4u6r_CHEMBL1163101_CHEMBL3356008,7.657577319177793
4u6r_CHEMBL1163101_CHEMBL3356009,7.886056647693163
4u6r_CHEMBL1163101_CHEMBL3356010,7.508638306165727
4yzc_CHEMBL1163101_CHEMBL388978,7.67778070526608
4yzc_CHEMBL1163101_CHEMBL603469,8.244125144327509
4yzc_CHEMBL1163101_CHEMBL608533,5.638272163982407
4z7h_CHEMBL1163101_CHEMBL4554474,6.294830749544635
2yel_CHEMBL1163125_CHEMBL2430870,5.800000874803203
2yel_CHEMBL1163125_CHEMBL2430871,6.0999990348465305
2yel_CHEMBL1163125_CHEMBL2430890,5.899998417198648
2yem_CHEMBL1163125_CHEMBL1738926,7.619788758288394
2yem_CHEMBL1163125_CHEMBL2153434,7.721246399047171
2yem_CHEMBL1163125_CHEMBL2430869,6.299997602857746
2yem_CHEMBL1163125_CHEMBL2430872,4.0
2yem_CHEMBL1163125_CHEMBL2430873,6.399996913372259
2yem_CHEMBL1163125_CHEMBL2430874,6.0999990348465305
2yem_CHEMBL1163125_CHEMBL2430884,4.70000006855703
2yem_CHEMBL1163125_CHEMBL2430885,5.40000018605658
2yem_CHEMBL1163125_CHEMBL2430886,5.899998417198648
2yem_CHEMBL1163125_CHEMBL2430887,5.200000237109354
2yem_CHEMBL1163125_CHEMBL2430889,5.499999678657065
2yem_CHEMBL1163125_CHEMBL2430891,5.800000874803203
2yem_CHEMBL1163125_CHEMBL2430893,5.300000202445418
2yem_CHEMBL1163125_CHEMBL2430894,6.0
2yem_CHEMBL1163125_CHEMBL2430895,5.899998417198648
2yem_CHEMBL1163125_CHEMBL2430896,5.899998417198648
2yem_CHEMBL1163125_CHEMBL661,5.609064892896621
3mxf_CHEMBL1163125_CHEMBL3895096,9.039104757170907
3mxf_CHEMBL1163125_CHEMBL4075291,7.522878745280337
3mxf_CHEMBL1163125_CHEMBL4127310,7.0
3p5o_CHEMBL1163125_CHEMBL1232461,7.2580609222708015
3p5o_CHEMBL1163125_CHEMBL1958347,7.301029995663981
3p5o_CHEMBL1163125_CHEMBL2430875,6.299997602857746
3p5o_CHEMBL1163125_CHEMBL2430876,6.399996913372259
3p5o_CHEMBL1163125_CHEMBL2430877,6.399996913372259
3p5o_CHEMBL1163125_CHEMBL2430878,6.299997602857746
3p5o_CHEMBL1163125_CHEMBL2430879,6.299997602857746
3p5o_CHEMBL1163125_CHEMBL2430880,5.899998417198648
3p5o_CHEMBL1163125_CHEMBL2430892,6.299997602857746
3p5o_CHEMBL1163125_CHEMBL4540207,7.698970004336019
3u5j_CHEMBL1163125_CHEMBL2430888,5.200000237109354
3u5l_CHEMBL1163125_CHEMBL1958337,6.1938200260161125
3zyu_CHEMBL1163125_CHEMBL2017285,6.399996913372259
3zyu_CHEMBL1163125_CHEMBL2017286,6.0
3zyu_CHEMBL1163125_CHEMBL2017288,6.599997654072044
3zyu_CHEMBL1163125_CHEMBL2017289,5.899998417198648
3zyu_CHEMBL1163125_CHEMBL2017291,6.972463808775292
3zyu_CHEMBL1163125_CHEMBL2181820,5.40000018605658
3zyu_CHEMBL1163125_CHEMBL2436012,7.0
3zyu_CHEMBL1163125_CHEMBL4065777,7.853871964321762
3zyu_CHEMBL1163125_CHEMBL4072227,7.67778070526608
3zyu_CHEMBL1163125_CHEMBL4099187,8.0
3zyu_CHEMBL1163125_CHEMBL4440097,8.0
3zyu_CHEMBL1163125_CHEMBL4440534,8.0
3zyu_CHEMBL1163125_CHEMBL4532109,6.499996931948306
3zyu_CHEMBL1163125_CHEMBL4543743,8.0
4bjx_CHEMBL1163125_CHEMBL3353993,5.200000237109354
4bw1_CHEMBL1163125_CHEMBL2017264,5.100000128334196
4bw1_CHEMBL1163125_CHEMBL2017273,6.199998172182031
4bw1_CHEMBL1163125_CHEMBL2181818,5.899998417198648
4bw2_CHEMBL1163125_CHEMBL2017269,5.899998417198648
4bw3_CHEMBL1163125_CHEMBL2017281,6.0999990348465305
4bw4_CHEMBL1163125_CHEMBL2017282,5.899998417198648
4bw4_CHEMBL1163125_CHEMBL2017283,6.299997602857746
4c66_CHEMBL1163125_CHEMBL3900452,8.918320917592979
4c66_CHEMBL1163125_CHEMBL3908687,7.300379529153772
4c66_CHEMBL1163125_CHEMBL3953629,6.921543181946707
4cfl_CHEMBL1163125_CHEMBL1363184,5.043351420794797
4cl9_CHEMBL1163125_CHEMBL2177300,7.997409743748109
4cl9_CHEMBL1163125_CHEMBL3352833,6.299997602857746
4cl9_CHEMBL1163125_CHEMBL3353989,6.299997602857746
4cl9_CHEMBL1163125_CHEMBL3353996,6.199998172182031
4cl9_CHEMBL1163125_CHEMBL3353997,6.499996931948306
4cl9_CHEMBL1163125_CHEMBL3353999,6.399997913127038
4cl9_CHEMBL1163125_CHEMBL3354003,6.299997602857746
4cl9_CHEMBL1163125_CHEMBL3354004,6.199998172182031
4cl9_CHEMBL1163125_CHEMBL3354006,6.0999990348465305
4cl9_CHEMBL1163125_CHEMBL3354008,6.299997602857746
4clb_CHEMBL1163125_CHEMBL3220922,7.244125144327507
4clb_CHEMBL1163125_CHEMBL3220923,6.537602002101044
4clb_CHEMBL1163125_CHEMBL3220924,6.443697499232712
4clb_CHEMBL1163125_CHEMBL3220926,6.552841968657781
4clb_CHEMBL1163125_CHEMBL3353986,5.899998417198648
4clb_CHEMBL1163125_CHEMBL3353987,6.0
4clb_CHEMBL1163125_CHEMBL3353991,6.0999990348465305
4clb_CHEMBL1163125_CHEMBL3353998,6.199998172182031
4clb_CHEMBL1163125_CHEMBL3354001,6.0
4clb_CHEMBL1163125_CHEMBL3354002,6.0
4clb_CHEMBL1163125_CHEMBL3354005,6.0
4clb_CHEMBL1163125_CHEMBL3354007,6.0
4e96_CHEMBL1163125_CHEMBL2179378,6.055517327849832
4e96_CHEMBL1163125_CHEMBL2179379,6.055517327849832
4e96_CHEMBL1163125_CHEMBL2179380,5.638272163982407
4e96_CHEMBL1163125_CHEMBL2179385,6.7447274948966935
4e96_CHEMBL1163125_CHEMBL2179386,6.657577319177793
4e96_CHEMBL1163125_CHEMBL2179387,6.866461091629782
4e96_CHEMBL1163125_CHEMBL2179388,6.443697499232712
4e96_CHEMBL1163125_CHEMBL2179389,6.4089353929735005
4e96_CHEMBL1163125_CHEMBL2179390,6.327902142064283
4e96_CHEMBL1163125_CHEMBL2179391,6.136677139879544
4f3i_CHEMBL1163125_CHEMBL3581647,8.00436480540245
4f3i_CHEMBL1163125_CHEMBL3932024,9.014663181703522
4f3i_CHEMBL1163125_CHEMBL3941687,7.892790030352131
4f3i_CHEMBL1163125_CHEMBL4098784,8.886056647693163
4f3i_CHEMBL1163125_CHEMBL4436481,6.279014255846261
4hbv_CHEMBL1163125_CHEMBL1230189,4.550210115624196
4hbv_CHEMBL1163125_CHEMBL2179381,4.638272163982407
4hbx_CHEMBL1163125_CHEMBL1950957,4.522878745280337
4hbx_CHEMBL1163125_CHEMBL2179382,5.318758762624412
4hbx_CHEMBL1163125_CHEMBL2179383,5.721246399047171
4hby_CHEMBL1163125_CHEMBL2179384,5.356547323513812
4hxl_CHEMBL1163125_CHEMBL2349349,5.3872161432802645
4hxm_CHEMBL1163125_CHEMBL2349355,5.585026652029182
4hxm_CHEMBL1163125_CHEMBL2349356,5.455931955649724
4hxm_CHEMBL1163125_CHEMBL2349357,5.585026652029182
4hxm_CHEMBL1163125_CHEMBL2349358,5.619788758288394
4hxm_CHEMBL1163125_CHEMBL2349359,5.6020599913279625
4hxm_CHEMBL1163125_CHEMBL2349363,6.2441251443275085
4hxr_CHEMBL1163125_CHEMBL2349346,5.356547323513812
4hxr_CHEMBL1163125_CHEMBL2349350,5.431798275933005
4hxr_CHEMBL1163125_CHEMBL2349351,5.0
4hxr_CHEMBL1163125_CHEMBL2349354,5.481486060122113
4hxr_CHEMBL1163125_CHEMBL2349361,6.638272163982407
4hxr_CHEMBL1163125_CHEMBL2349362,5.657577319177793
4hxr_CHEMBL1163125_CHEMBL2349462,6.102372908709558
4j0r_CHEMBL1163125_CHEMBL2331593,5.866461091629782
4j0r_CHEMBL1163125_CHEMBL2335143,6.361510743045363
4j0r_CHEMBL1163125_CHEMBL2335145,5.931814138253839
4j0r_CHEMBL1163125_CHEMBL2335146,6.2644011003018205
4j0r_CHEMBL1163125_CHEMBL2335149,5.769551078621726
4j0r_CHEMBL1163125_CHEMBL2335151,5.823908740944319
4j0r_CHEMBL1163125_CHEMBL2335152,6.1938200260161125
4j0r_CHEMBL1163125_CHEMBL2335154,6.4089353929735005
4j0r_CHEMBL1163125_CHEMBL3819533,6.113509274827518
4j0r_CHEMBL1163125_CHEMBL4126698,6.307696877091684
4j0r_CHEMBL1163125_CHEMBL4126900,5.959303300184228
4j0r_CHEMBL1163125_CHEMBL4127775,6.519275214270272
4j0r_CHEMBL1163125_CHEMBL4128201,5.329877139055893
4j0r_CHEMBL1163125_CHEMBL4128749,6.219481381521149
4j0r_CHEMBL1163125_CHEMBL4129017,6.23142341494464
4j0r_CHEMBL1163125_CHEMBL4129106,5.648908851381046
4j0r_CHEMBL1163125_CHEMBL4129171,6.607303046740334
4j0r_CHEMBL1163125_CHEMBL4129966,5.848855450347402
4j0s_CHEMBL1163125_CHEMBL1828982,5.013228265733755
4j0s_CHEMBL1163125_CHEMBL1828983,5.113509274827518
4j0s_CHEMBL1163125_CHEMBL1828984,4.29073003902417
4j0s_CHEMBL1163125_CHEMBL1828986,5.318758762624412
4j0s_CHEMBL1163125_CHEMBL2335144,5.860120913598763
4j0s_CHEMBL1163125_CHEMBL2335147,6.443697499232712
4j0s_CHEMBL1163125_CHEMBL2335148,5.4089353929735005
4j0s_CHEMBL1163125_CHEMBL2335150,5.585026652029182
4j0s_CHEMBL1163125_CHEMBL2335153,6.430310256811582
4j0s_CHEMBL1163125_CHEMBL3356131,4.995678626217358
4j0s_CHEMBL1163125_CHEMBL3818389,5.826813731587726
4j0s_CHEMBL1163125_CHEMBL3818939,5.860120913598763
4j0s_CHEMBL1163125_CHEMBL4125731,6.529354823361157
4j0s_CHEMBL1163125_CHEMBL4126542,6.421828980102584
4j0s_CHEMBL1163125_CHEMBL4126957,6.32028609357933
4j0s_CHEMBL1163125_CHEMBL4128199,6.199984406468948
4j0s_CHEMBL1163125_CHEMBL4128310,6.0222846837585
4j0s_CHEMBL1163125_CHEMBL4129683,6.0723434537456376
4j0s_CHEMBL1163125_CHEMBL4130114,6.100362923764463
4j0s_CHEMBL1163125_CHEMBL4130228,6.569320925844654
4j3i_CHEMBL1163125_CHEMBL4064933,6.396855627379818
4j3i_CHEMBL1163125_CHEMBL4079901,6.647817481888637
4j3i_CHEMBL1163125_CHEMBL4444781,7.679853713888946
4j3i_CHEMBL1163125_CHEMBL4462036,7.269217724333611
4j3i_CHEMBL1163125_CHEMBL4466553,6.81725600755455
4j3i_CHEMBL1163125_CHEMBL4468264,7.1487416512809245
4j3i_CHEMBL1163125_CHEMBL4555828,5.520479303839453
4men_CHEMBL1163125_CHEMBL2436005,4.619788758288394
4men_CHEMBL1163125_CHEMBL2436006,4.180456064458132
4men_CHEMBL1163125_CHEMBL2436007,4.130768280269024
4men_CHEMBL1163125_CHEMBL2436008,4.552841968657781
4mr4_CHEMBL1163125_CHEMBL2393130,6.238582343169735
4mr4_CHEMBL1163125_CHEMBL4460353,7.402304814074488
4mr4_CHEMBL1163125_CHEMBL4473057,8.013228265733755
4mr4_CHEMBL1163125_CHEMBL4476085,7.560667306169737
4nuc_CHEMBL1163125_CHEMBL3086878,5.329755138359403
4nuc_CHEMBL1163125_CHEMBL3086879,5.5482379677643685
4nuc_CHEMBL1163125_CHEMBL3086880,5.138987587346031
4nuc_CHEMBL1163125_CHEMBL3086881,5.825769682090238
4nuc_CHEMBL1163125_CHEMBL3086882,5.095073743904603
4nuc_CHEMBL1163125_CHEMBL3086883,6.468521082957745
4nuc_CHEMBL1163125_CHEMBL3086884,6.819988880942282
4nuc_CHEMBL1163125_CHEMBL3086885,6.769551078621726
4nuc_CHEMBL1163125_CHEMBL3086886,5.580600632582696
